id,spot_name,ymd,pm10,pm25,O3,NO2,CO,SO2,vol
1044,강서구,2021-01-07 20:00,17.0,12.0,0.018,0.02,0.3,0.004,50.0
1045,양천구,2021-01-07 20:00,16.0,8.0,0.018,0.019,0.4,0.003,48.0
1046,구로구,2021-01-07 20:00,14.0,4.0,0.019,0.021,0.3,0.004,99.0
1047,강남구,2021-01-07 20:00,26.0,19.0,0.02,0.018,0.4,0.004,150.0
1048,서초구,2021-01-07 20:00,14.0,5.0,0.022,0.015,0.2,0.004,345.0
1049,송파구,2021-01-07 20:00,0.0,15.0,0.021,0.021,0.4,0.004,0.0
1050,강동구,2021-01-07 20:00,23.0,16.0,0.023,0.016,0.4,0.003,0.0
1051,종로구,2021-01-08 00:00,15.0,9.0,0.027,0.009,0.4,0.002,33.0
1052,용산구,2021-01-08 00:00,22.0,9.0,0.017,0.012,0.3,0.003,112.0
1053,중구,2021-01-08 00:00,20.0,11.0,0.026,0.007,0.3,0.003,101.0
1054,은평구,2021-01-08 00:00,13.0,10.0,0.028,0.009,0.4,0.004,124.0
1057,도봉구,2021-01-08 00:00,12.0,7.0,0.027,0.008,0.2,0.002,6.0
1058,노원구,2021-01-08 00:00,18.0,13.0,0.024,0.009,0.4,0.003,67.0
1059,광진구,2021-01-08 00:00,14.0,12.0,0.02,0.008,0.6,0.0,9.0
1061,중랑구,2021-01-08 00:00,15.0,8.0,0.02,0.014,0.4,0.004,23.0
1062,동대문구,2021-01-08 00:00,13.0,10.0,0.022,0.015,0.4,0.003,16.0
1063,성북구,2021-01-08 00:00,7.0,6.0,0.021,0.015,0.4,0.004,12.0
1065,영등포구,2021-01-08 00:00,15.0,8.0,0.021,0.011,0.4,0.003,6.0
1066,동작구,2021-01-08 00:00,19.0,12.0,0.024,0.011,0.3,0.003,17.0
1067,관악구,2021-01-08 00:00,5.0,2.0,0.019,0.016,0.4,0.003,95.0
1068,금천구,2021-01-08 00:00,16.0,10.0,0.023,0.015,0.4,0.003,0.0
1069,강서구,2021-01-08 00:00,17.0,10.0,0.022,0.013,0.3,0.004,4.0
1070,양천구,2021-01-08 00:00,17.0,10.0,0.02,0.015,0.4,0.004,7.0
1071,구로구,2021-01-08 00:00,14.0,5.0,0.025,0.012,0.3,0.005,16.0
1072,강남구,2021-01-08 00:00,19.0,12.0,0.023,0.012,0.4,0.004,57.0
1073,서초구,2021-01-08 00:00,14.0,11.0,0.023,0.012,0.2,0.004,62.0
1074,송파구,2021-01-08 00:00,0.0,6.0,0.025,0.015,0.4,0.003,0.0
1075,강동구,2021-01-08 00:00,19.0,13.0,0.023,0.013,0.3,0.002,4.0
1076,종로구,2021-01-08 04:00,22.0,12.0,0.024,0.008,0.4,0.004,16.0
1077,용산구,2021-01-08 04:00,31.0,9.0,0.02,0.007,0.4,0.005,74.0
1078,중구,2021-01-08 04:00,26.0,12.0,0.022,0.008,0.4,0.004,55.0
1079,은평구,2021-01-08 04:00,18.0,10.0,0.025,0.009,0.5,0.005,77.0
1082,도봉구,2021-01-08 04:00,17.0,10.0,0.026,0.005,0.3,0.003,7.0
1083,노원구,2021-01-08 04:00,25.0,14.0,0.022,0.009,0.4,0.004,54.0
1084,광진구,2021-01-08 04:00,18.0,12.0,0.017,0.008,0.7,0.0,7.0
1086,중랑구,2021-01-08 04:00,20.0,10.0,0.019,0.014,0.4,0.005,35.0
1087,동대문구,2021-01-08 04:00,16.0,11.0,0.023,0.011,0.4,0.005,9.0
1088,성북구,2021-01-08 04:00,16.0,7.0,0.023,0.009,0.4,0.005,73.0
1090,영등포구,2021-01-08 04:00,18.0,10.0,0.023,0.007,0.5,0.004,0.0
1091,동작구,2021-01-08 04:00,26.0,14.0,0.024,0.01,0.4,0.004,14.0
1092,관악구,2021-01-08 04:00,19.0,8.0,0.022,0.01,0.4,0.005,69.0
1093,금천구,2021-01-08 04:00,25.0,12.0,0.024,0.011,0.4,0.004,0.0
1094,강서구,2021-01-08 04:00,24.0,12.0,0.024,0.009,0.3,0.005,21.0
1095,양천구,2021-01-08 04:00,26.0,12.0,0.021,0.01,0.4,0.003,9.0
1096,구로구,2021-01-08 04:00,25.0,11.0,0.024,0.011,0.3,0.006,12.0
1097,강남구,2021-01-08 04:00,21.0,13.0,0.024,0.007,0.4,0.006,21.0
1098,서초구,2021-01-08 04:00,16.0,7.0,0.024,0.009,0.3,0.005,19.0
1099,송파구,2021-01-08 04:00,16.0,10.0,0.025,0.01,0.4,0.005,0.0
1100,강동구,2021-01-08 04:00,23.0,13.0,0.024,0.009,0.4,0.003,3.0
1101,종로구,2021-01-08 08:00,20.0,11.0,0.019,0.015,0.4,0.004,138.0
1102,용산구,2021-01-08 08:00,31.0,8.0,0.009,0.025,0.4,0.004,1010.0
1103,중구,2021-01-08 08:00,30.0,10.0,0.019,0.016,0.4,0.004,543.0
1104,은평구,2021-01-08 08:00,22.0,13.0,0.02,0.014,0.4,0.005,826.0
1107,도봉구,2021-01-08 08:00,16.0,11.0,0.022,0.011,0.3,0.003,178.0
1108,노원구,2021-01-08 08:00,27.0,14.0,0.018,0.014,0.5,0.004,613.0
1109,광진구,2021-01-08 08:00,19.0,12.0,0.01,0.019,0.7,0.0,492.0
1111,중랑구,2021-01-08 08:00,20.0,10.0,0.011,0.029,0.5,0.005,528.0
1112,동대문구,2021-01-08 08:00,13.0,8.0,0.014,0.025,0.4,0.004,88.0
1113,성북구,2021-01-08 08:00,19.0,6.0,0.015,0.02,0.4,0.004,145.0
1115,영등포구,2021-01-08 08:00,17.0,8.0,0.01,0.024,0.5,0.004,372.0
1116,동작구,2021-01-08 08:00,21.0,10.0,0.017,0.021,0.4,0.003,308.0
1117,관악구,2021-01-08 08:00,16.0,7.0,0.011,0.028,0.5,0.004,586.0
1118,금천구,2021-01-08 08:00,17.0,8.0,0.018,0.022,0.5,0.003,0.0
1119,강서구,2021-01-08 08:00,18.0,10.0,0.014,0.023,0.3,0.004,61.0
1120,양천구,2021-01-08 08:00,20.0,10.0,0.009,0.03,0.6,0.004,184.0
1121,구로구,2021-01-08 08:00,18.0,9.0,0.013,0.027,0.3,0.005,93.0
1122,강남구,2021-01-08 08:00,15.0,10.0,0.017,0.02,0.4,0.005,139.0
1123,서초구,2021-01-08 08:00,17.0,3.0,0.017,0.022,0.3,0.005,495.0
1124,송파구,2021-01-08 08:00,14.0,8.0,0.014,0.027,0.5,0.004,0.0
1125,강동구,2021-01-08 08:00,24.0,15.0,0.015,0.022,0.4,0.003,23.0
1126,종로구,2021-01-08 12:00,26.0,13.0,0.027,0.012,0.4,0.003,128.0
1127,용산구,2021-01-08 12:00,35.0,11.0,0.021,0.011,0.3,0.004,633.0
1128,중구,2021-01-08 12:00,18.0,9.0,0.027,0.01,0.4,0.004,426.0
1129,은평구,2021-01-08 12:00,18.0,6.0,0.03,0.01,0.4,0.005,613.0
1132,도봉구,2021-01-08 12:00,10.0,7.0,0.029,0.008,0.3,0.002,97.0
1133,노원구,2021-01-08 12:00,20.0,14.0,0.028,0.007,0.3,0.003,595.0
1134,광진구,2021-01-08 12:00,16.0,9.0,0.019,0.013,0.6,0.0,147.0
1136,중랑구,2021-01-08 12:00,17.0,8.0,0.022,0.014,0.4,0.004,293.0
1137,동대문구,2021-01-08 12:00,15.0,10.0,0.022,0.019,0.4,0.004,72.0
1138,성북구,2021-01-08 12:00,14.0,6.0,0.022,0.017,0.4,0.004,135.0
1140,영등포구,2021-01-08 12:00,18.0,9.0,0.022,0.013,0.4,0.004,221.0
1141,동작구,2021-01-08 12:00,22.0,12.0,0.025,0.014,0.3,0.003,210.0
1142,관악구,2021-01-08 12:00,8.0,2.0,0.022,0.016,0.4,0.005,546.0
1143,금천구,2021-01-08 12:00,19.0,14.0,0.025,0.016,0.5,0.004,0.0
1144,강서구,2021-01-08 12:00,19.0,9.0,0.024,0.013,0.3,0.004,52.0
1145,양천구,2021-01-08 12:00,25.0,13.0,0.022,0.016,0.4,0.004,125.0
1146,구로구,2021-01-08 12:00,18.0,8.0,0.024,0.016,0.3,0.006,95.0
1147,강남구,2021-01-08 12:00,15.0,6.0,0.02,0.019,0.4,0.005,222.0
1148,서초구,2021-01-08 12:00,19.0,6.0,0.024,0.015,0.2,0.005,612.0
1149,송파구,2021-01-08 12:00,22.0,16.0,0.024,0.02,0.5,0.004,0.0
1150,강동구,2021-01-08 12:00,19.0,10.0,0.024,0.013,0.4,0.003,22.0
1151,종로구,2021-01-08 16:00,20.0,11.0,0.031,0.011,0.4,0.003,117.0
1152,용산구,2021-01-08 16:00,31.0,7.0,0.024,0.011,0.3,0.004,588.0
1153,중구,2021-01-08 16:00,20.0,10.0,0.032,0.008,0.4,0.003,418.0
1154,은평구,2021-01-08 16:00,16.0,5.0,0.035,0.009,0.4,0.004,683.0
1157,도봉구,2021-01-08 16:00,7.0,4.0,0.036,0.004,0.2,0.002,159.0
1158,노원구,2021-01-08 16:00,20.0,16.0,0.031,0.009,0.3,0.003,606.0
1159,광진구,2021-01-08 16:00,12.0,6.0,0.022,0.012,0.6,0.0,152.0
1161,중랑구,2021-01-08 16:00,15.0,6.0,0.027,0.013,0.4,0.004,404.0
1162,동대문구,2021-01-08 16:00,14.0,9.0,0.031,0.011,0.3,0.003,81.0
1163,성북구,2021-01-08 16:00,10.0,5.0,0.026,0.014,0.3,0.004,131.0
1165,영등포구,2021-01-08 16:00,17.0,10.0,0.025,0.012,0.4,0.003,249.0
1166,동작구,2021-01-08 16:00,23.0,10.0,0.029,0.011,0.3,0.003,259.0
1167,관악구,2021-01-08 16:00,14.0,6.0,0.026,0.014,0.4,0.004,595.0
1168,금천구,2021-01-08 16:00,21.0,13.0,0.029,0.013,0.4,0.004,0.0
1169,강서구,2021-01-08 16:00,17.0,9.0,0.031,0.009,0.2,0.005,52.0
1170,양천구,2021-01-08 16:00,25.0,12.0,0.026,0.014,0.4,0.004,187.0
1171,구로구,2021-01-08 16:00,16.0,2.0,0.028,0.015,0.3,0.005,93.0
1172,강남구,2021-01-08 16:00,15.0,8.0,0.027,0.015,0.4,0.004,118.0
1173,서초구,2021-01-08 16:00,26.0,4.0,0.029,0.012,0.2,0.004,530.0
1174,송파구,2021-01-08 16:00,0.0,0.0,0.027,0.019,0.4,0.004,0.0
1175,강동구,2021-01-08 16:00,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1176,종로구,2021-01-08 20:00,15.0,9.0,0.026,0.015,0.5,0.003,125.0
1177,용산구,2021-01-08 20:00,20.0,6.0,0.02,0.015,0.4,0.003,464.0
1178,중구,2021-01-08 20:00,18.0,12.0,0.023,0.017,0.4,0.003,314.0
1179,은평구,2021-01-08 20:00,22.0,9.0,0.024,0.018,0.4,0.004,426.0
1182,도봉구,2021-01-08 20:00,10.0,9.0,0.031,0.008,0.2,0.002,104.0
1183,노원구,2021-01-08 20:00,17.0,11.0,0.024,0.015,0.4,0.003,431.0
1184,광진구,2021-01-08 20:00,14.0,9.0,0.018,0.016,0.7,0.0,79.0
1186,중랑구,2021-01-08 20:00,14.0,8.0,0.02,0.021,0.4,0.004,214.0
1187,동대문구,2021-01-08 20:00,14.0,9.0,0.025,0.017,0.4,0.003,77.0
1188,성북구,2021-01-08 20:00,10.0,9.0,0.022,0.018,0.4,0.004,114.0
1190,영등포구,2021-01-08 20:00,13.0,7.0,0.021,0.017,0.5,0.002,129.0
1191,동작구,2021-01-08 20:00,19.0,10.0,0.024,0.017,0.3,0.003,210.0
1192,관악구,2021-01-08 20:00,17.0,10.0,0.023,0.019,0.4,0.003,430.0
1193,금천구,2021-01-08 20:00,19.0,12.0,0.02,0.025,0.4,0.003,0.0
1194,강서구,2021-01-08 20:00,19.0,12.0,0.025,0.016,0.3,0.004,50.0
1195,양천구,2021-01-08 20:00,18.0,8.0,0.021,0.021,0.4,0.002,109.0
1196,구로구,2021-01-08 20:00,13.0,2.0,0.024,0.02,0.3,0.004,102.0
1197,강남구,2021-01-08 20:00,13.0,9.0,0.025,0.017,0.4,0.003,157.0
1198,서초구,2021-01-08 20:00,13.0,5.0,0.024,0.018,0.3,0.004,502.0
1199,송파구,2021-01-08 20:00,12.0,6.0,0.02,0.026,0.5,0.003,0.0
1200,강동구,2021-01-08 20:00,17.0,13.0,0.014,0.026,0.4,0.004,76.0
1201,종로구,2021-01-09 00:00,19.0,14.0,0.028,0.01,0.5,0.003,31.0
1202,용산구,2021-01-09 00:00,26.0,12.0,0.02,0.011,0.4,0.003,193.0
1203,중구,2021-01-09 00:00,22.0,14.0,0.026,0.01,0.4,0.003,124.0
1204,은평구,2021-01-09 00:00,11.0,11.0,0.027,0.012,0.5,0.004,147.0
1207,도봉구,2021-01-09 00:00,15.0,10.0,0.03,0.006,0.3,0.002,10.0
1208,노원구,2021-01-09 00:00,23.0,15.0,0.024,0.01,0.4,0.004,100.0
1209,광진구,2021-01-09 00:00,17.0,12.0,0.019,0.011,0.7,0.0,5.0
1211,중랑구,2021-01-09 00:00,19.0,11.0,0.02,0.018,0.5,0.004,43.0
1212,동대문구,2021-01-09 00:00,15.0,11.0,0.024,0.016,0.4,0.004,18.0
1213,성북구,2021-01-09 00:00,14.0,10.0,0.023,0.014,0.4,0.004,14.0
1215,영등포구,2021-01-09 00:00,17.0,10.0,0.018,0.016,0.5,0.003,5.0
1216,동작구,2021-01-09 00:00,24.0,15.0,0.023,0.015,0.4,0.003,41.0
1217,관악구,2021-01-09 00:00,9.0,4.0,0.018,0.02,0.5,0.003,145.0
1218,금천구,2021-01-09 00:00,19.0,12.0,0.024,0.017,0.4,0.003,0.0
1219,강서구,2021-01-09 00:00,22.0,14.0,0.022,0.016,0.3,0.005,4.0
1220,양천구,2021-01-09 00:00,21.0,13.0,0.02,0.017,0.5,0.003,20.0
1221,구로구,2021-01-09 00:00,13.0,6.0,0.023,0.017,0.3,0.005,14.0
1222,강남구,2021-01-09 00:00,16.0,12.0,0.024,0.013,0.4,0.004,67.0
1223,서초구,2021-01-09 00:00,23.0,15.0,0.023,0.015,0.3,0.004,98.0
1224,송파구,2021-01-09 00:00,14.0,10.0,0.025,0.017,0.4,0.002,0.0
1225,강동구,2021-01-09 00:00,24.0,17.0,0.023,0.014,0.4,0.004,8.0
1226,종로구,2021-01-09 04:00,24.0,15.0,0.019,0.017,0.6,0.004,16.0
1227,용산구,2021-01-09 04:00,28.0,12.0,0.01,0.02,0.5,0.003,64.0
1228,중구,2021-01-09 04:00,26.0,14.0,0.024,0.01,0.5,0.004,55.0
1229,은평구,2021-01-09 04:00,22.0,9.0,0.024,0.014,0.5,0.006,123.0
1232,도봉구,2021-01-09 04:00,20.0,15.0,0.018,0.019,0.4,0.003,12.0
1233,노원구,2021-01-09 04:00,28.0,18.0,0.023,0.01,0.5,0.004,49.0
1234,광진구,2021-01-09 04:00,23.0,16.0,0.015,0.012,0.8,0.0,9.0
1236,중랑구,2021-01-09 04:00,22.0,12.0,0.02,0.013,0.5,0.005,35.0
1237,동대문구,2021-01-09 04:00,19.0,14.0,0.018,0.021,0.5,0.005,9.0
1238,성북구,2021-01-09 04:00,16.0,10.0,0.018,0.018,0.6,0.005,62.0
1240,영등포구,2021-01-09 04:00,19.0,12.0,0.022,0.01,0.5,0.005,0.0
1241,동작구,2021-01-09 04:00,25.0,15.0,0.021,0.016,0.4,0.004,13.0
1242,관악구,2021-01-09 04:00,28.0,17.0,0.017,0.02,0.5,0.005,73.0
1243,금천구,2021-01-09 04:00,23.0,14.0,0.022,0.017,0.5,0.004,0.0
1244,강서구,2021-01-09 04:00,24.0,13.0,0.022,0.015,0.3,0.005,19.0
1245,양천구,2021-01-09 04:00,25.0,14.0,0.02,0.016,0.5,0.005,17.0
1246,구로구,2021-01-09 04:00,18.0,9.0,0.023,0.015,0.4,0.006,14.0
1247,강남구,2021-01-09 04:00,19.0,14.0,0.019,0.017,0.5,0.005,21.0
1248,서초구,2021-01-09 04:00,21.0,14.0,0.016,0.023,0.4,0.005,21.0
1249,송파구,2021-01-09 04:00,19.0,11.0,0.023,0.016,0.5,0.005,0.0
1250,강동구,2021-01-09 04:00,29.0,21.0,0.021,0.015,0.5,0.005,19.0
1251,종로구,2021-01-09 08:00,26.0,17.0,0.008,0.027,0.6,0.003,112.0
1252,용산구,2021-01-09 08:00,38.0,14.0,0.009,0.02,0.5,0.004,711.0
1253,중구,2021-01-09 08:00,28.0,16.0,0.012,0.024,0.5,0.004,321.0
1254,은평구,2021-01-09 08:00,18.0,9.0,0.006,0.027,0.5,0.004,617.0
1257,도봉구,2021-01-09 08:00,22.0,17.0,0.003,0.039,0.7,0.003,96.0
1258,노원구,2021-01-09 08:00,33.0,24.0,0.004,0.036,0.8,0.005,419.0
1259,광진구,2021-01-09 08:00,25.0,17.0,0.002,0.032,1.0,0.0,109.0
1261,중랑구,2021-01-09 08:00,23.0,13.0,0.009,0.032,0.6,0.005,314.0
1262,동대문구,2021-01-09 08:00,18.0,14.0,0.007,0.035,0.6,0.005,68.0
1263,성북구,2021-01-09 08:00,21.0,13.0,0.006,0.034,0.6,0.005,121.0
1265,영등포구,2021-01-09 08:00,22.0,13.0,0.009,0.026,0.6,0.004,160.0
1266,동작구,2021-01-09 08:00,31.0,19.0,0.009,0.031,0.5,0.004,191.0
1267,관악구,2021-01-09 08:00,22.0,14.0,0.007,0.033,0.6,0.004,480.0
1268,금천구,2021-01-09 08:00,25.0,18.0,0.006,0.037,0.6,0.004,0.0
1269,강서구,2021-01-09 08:00,26.0,16.0,0.012,0.024,0.3,0.005,45.0
1270,양천구,2021-01-09 08:00,29.0,18.0,0.007,0.034,0.6,0.005,171.0
1271,구로구,2021-01-09 08:00,18.0,10.0,0.01,0.03,0.4,0.006,88.0
1272,강남구,2021-01-09 08:00,20.0,14.0,0.008,0.03,0.5,0.005,118.0
1273,서초구,2021-01-09 08:00,22.0,9.0,0.008,0.032,0.4,0.005,288.0
1274,송파구,2021-01-09 08:00,20.0,14.0,0.005,0.035,0.6,0.005,0.0
1275,강동구,2021-01-09 08:00,30.0,22.0,0.002,0.042,0.7,0.004,46.0
1276,종로구,2021-01-09 12:00,36.0,23.0,0.017,0.026,0.6,0.004,106.0
1277,용산구,2021-01-09 12:00,49.0,21.0,0.013,0.023,0.5,0.005,1043.0
1278,중구,2021-01-09 12:00,24.0,15.0,0.025,0.011,0.4,0.004,507.0
1279,은평구,2021-01-09 12:00,21.0,10.0,0.026,0.014,0.4,0.005,745.0
1282,도봉구,2021-01-09 12:00,21.0,17.0,0.017,0.022,0.4,0.003,112.0
1283,노원구,2021-01-09 12:00,30.0,24.0,0.02,0.018,0.5,0.004,631.0
1284,광진구,2021-01-09 12:00,28.0,18.0,0.013,0.023,0.8,0.0,177.0
1286,중랑구,2021-01-09 12:00,27.0,14.0,0.016,0.026,0.5,0.005,376.0
1287,동대문구,2021-01-09 12:00,23.0,18.0,0.015,0.031,0.6,0.005,68.0
1288,성북구,2021-01-09 12:00,27.0,18.0,0.012,0.031,0.7,0.005,104.0
1290,영등포구,2021-01-09 12:00,24.0,15.0,0.017,0.019,0.5,0.004,235.0
1291,동작구,2021-01-09 12:00,36.0,25.0,0.017,0.026,0.5,0.004,228.0
1292,관악구,2021-01-09 12:00,20.0,13.0,0.016,0.027,0.5,0.005,657.0
1293,금천구,2021-01-09 12:00,0.0,0.0,0.013,0.032,0.6,0.005,0.0
1294,강서구,2021-01-09 12:00,27.0,13.0,0.021,0.019,0.3,0.004,40.0
1295,양천구,2021-01-09 12:00,29.0,17.0,0.02,0.02,0.5,0.005,189.0
1296,구로구,2021-01-09 12:00,21.0,10.0,0.021,0.021,0.4,0.006,82.0
1297,강남구,2021-01-09 12:00,22.0,15.0,0.014,0.03,0.6,0.005,116.0
1298,서초구,2021-01-09 12:00,29.0,14.0,0.016,0.031,0.3,0.005,640.0
1299,송파구,2021-01-09 12:00,30.0,25.0,0.015,0.032,0.6,0.005,0.0
1300,강동구,2021-01-09 12:00,26.0,16.0,0.018,0.022,0.5,0.005,24.0
1301,종로구,2021-01-09 16:00,33.0,21.0,0.031,0.011,0.4,0.004,106.0
1302,용산구,2021-01-09 16:00,41.0,16.0,0.023,0.011,0.4,0.005,871.0
1303,중구,2021-01-09 16:00,33.0,19.0,0.03,0.009,0.4,0.005,471.0
1304,은평구,2021-01-09 16:00,30.0,18.0,0.032,0.012,0.4,0.005,720.0
1307,도봉구,2021-01-09 16:00,20.0,12.0,0.034,0.005,0.3,0.003,148.0
1308,노원구,2021-01-09 16:00,29.0,22.0,0.029,0.01,0.4,0.004,639.0
1309,광진구,2021-01-09 16:00,27.0,18.0,0.02,0.012,0.7,0.0,168.0
1311,중랑구,2021-01-09 16:00,26.0,14.0,0.025,0.016,0.5,0.005,456.0
1312,동대문구,2021-01-09 16:00,25.0,17.0,0.029,0.013,0.4,0.005,65.0
1313,성북구,2021-01-09 16:00,29.0,11.0,0.024,0.016,0.4,0.005,110.0
1315,영등포구,2021-01-09 16:00,26.0,15.0,0.024,0.015,0.6,0.005,214.0
1316,동작구,2021-01-09 16:00,32.0,20.0,0.026,0.014,0.4,0.004,219.0
1317,관악구,2021-01-09 16:00,22.0,13.0,0.026,0.016,0.5,0.005,568.0
1318,금천구,2021-01-09 16:00,32.0,20.0,0.027,0.017,0.4,0.004,0.0
1319,강서구,2021-01-09 16:00,29.0,15.0,0.03,0.012,0.3,0.006,32.0
1320,양천구,2021-01-09 16:00,33.0,19.0,0.026,0.016,0.4,0.005,236.0
1321,구로구,2021-01-09 16:00,29.0,13.0,0.03,0.014,0.3,0.006,75.0
1322,강남구,2021-01-09 16:00,24.0,17.0,0.027,0.015,0.4,0.005,106.0
1323,서초구,2021-01-09 16:00,28.0,12.0,0.029,0.012,0.3,0.005,586.0
1324,송파구,2021-01-09 16:00,27.0,20.0,0.027,0.021,0.5,0.006,0.0
1325,강동구,2021-01-09 16:00,29.0,20.0,0.027,0.014,0.4,0.005,14.0
1326,종로구,2021-01-09 20:00,24.0,14.0,0.026,0.014,0.5,0.003,108.0
1327,용산구,2021-01-09 20:00,28.0,10.0,0.02,0.014,0.4,0.004,420.0
1328,중구,2021-01-09 20:00,25.0,15.0,0.026,0.012,0.4,0.004,231.0
1329,은평구,2021-01-09 20:00,18.0,13.0,0.025,0.017,0.5,0.004,518.0
1332,도봉구,2021-01-09 20:00,17.0,11.0,0.032,0.007,0.3,0.003,68.0
1333,노원구,2021-01-09 20:00,27.0,16.0,0.026,0.014,0.5,0.004,427.0
1334,광진구,2021-01-09 20:00,20.0,12.0,0.018,0.014,0.7,0.0,66.0
1336,중랑구,2021-01-09 20:00,22.0,11.0,0.022,0.02,0.5,0.004,187.0
1337,동대문구,2021-01-09 20:00,20.0,13.0,0.025,0.016,0.4,0.004,72.0
1338,성북구,2021-01-09 20:00,18.0,13.0,0.022,0.017,0.4,0.004,105.0
1340,영등포구,2021-01-09 20:00,20.0,11.0,0.019,0.019,0.7,0.003,57.0
1341,동작구,2021-01-09 20:00,24.0,16.0,0.022,0.019,0.4,0.003,161.0
1342,관악구,2021-01-09 20:00,17.0,10.0,0.021,0.019,0.5,0.004,363.0
1343,금천구,2021-01-09 20:00,22.0,14.0,0.024,0.02,0.4,0.003,0.0
1344,강서구,2021-01-09 20:00,27.0,17.0,0.023,0.019,0.3,0.005,39.0
1345,양천구,2021-01-09 20:00,24.0,15.0,0.02,0.021,0.5,0.004,94.0
1346,구로구,2021-01-09 20:00,25.0,12.0,0.023,0.021,0.4,0.005,77.0
1347,강남구,2021-01-09 20:00,18.0,13.0,0.024,0.017,0.4,0.004,112.0
1348,서초구,2021-01-09 20:00,23.0,12.0,0.027,0.013,0.3,0.004,316.0
1349,송파구,2021-01-09 20:00,15.0,7.0,0.022,0.023,0.5,0.004,0.0
1350,강동구,2021-01-09 20:00,27.0,17.0,0.024,0.018,0.4,0.004,46.0
1351,종로구,2021-01-10 00:00,26.0,18.0,0.019,0.019,0.5,0.003,24.0
1352,용산구,2021-01-10 00:00,31.0,14.0,0.014,0.017,0.4,0.003,123.0
1353,중구,2021-01-10 00:00,27.0,17.0,0.022,0.016,0.4,0.003,77.0
1354,은평구,2021-01-10 00:00,21.0,12.0,0.017,0.022,0.5,0.004,156.0
1357,도봉구,2021-01-10 00:00,19.0,15.0,0.019,0.02,0.3,0.002,14.0
1358,노원구,2021-01-10 00:00,34.0,26.0,0.009,0.036,0.8,0.005,79.0
1359,광진구,2021-01-10 00:00,24.0,17.0,0.013,0.018,0.8,0.0,13.0
1361,중랑구,2021-01-10 00:00,23.0,13.0,0.017,0.026,0.5,0.004,45.0
1362,동대문구,2021-01-10 00:00,21.0,17.0,0.017,0.025,0.5,0.004,12.0
1363,성북구,2021-01-10 00:00,18.0,14.0,0.018,0.021,0.5,0.004,10.0
1365,영등포구,2021-01-10 00:00,19.0,12.0,0.018,0.019,0.5,0.003,10.0
1366,동작구,2021-01-10 00:00,26.0,17.0,0.017,0.024,0.4,0.003,34.0
1367,관악구,2021-01-10 00:00,25.0,14.0,0.015,0.026,0.5,0.004,130.0
1368,금천구,2021-01-10 00:00,23.0,15.0,0.02,0.022,0.5,0.003,0.0
1369,강서구,2021-01-10 00:00,24.0,16.0,0.02,0.019,0.3,0.004,3.0
1370,양천구,2021-01-10 00:00,24.0,15.0,0.018,0.023,0.5,0.003,33.0
1371,구로구,2021-01-10 00:00,20.0,10.0,0.02,0.021,0.4,0.005,10.0
1372,강남구,2021-01-10 00:00,19.0,14.0,0.021,0.017,0.4,0.004,40.0
1373,서초구,2021-01-10 00:00,17.0,10.0,0.02,0.02,0.3,0.004,79.0
1374,송파구,2021-01-10 00:00,18.0,13.0,0.021,0.021,0.5,0.003,0.0
1375,강동구,2021-01-10 00:00,28.0,19.0,0.018,0.025,0.5,0.004,0.0
1376,종로구,2021-01-10 04:00,30.0,21.0,0.005,0.036,0.7,0.003,14.0
1377,용산구,2021-01-10 04:00,37.0,16.0,0.01,0.021,0.5,0.003,32.0
1378,중구,2021-01-10 04:00,32.0,20.0,0.006,0.034,0.7,0.004,19.0
1379,은평구,2021-01-10 04:00,24.0,17.0,0.013,0.021,0.5,0.004,53.0
1382,도봉구,2021-01-10 04:00,21.0,20.0,0.012,0.026,0.5,0.002,8.0
1383,노원구,2021-01-10 04:00,37.0,30.0,0.007,0.034,0.8,0.005,30.0
1384,광진구,2021-01-10 04:00,28.0,21.0,0.008,0.025,0.9,0.0,4.0
1386,중랑구,2021-01-10 04:00,27.0,16.0,0.022,0.012,0.5,0.005,24.0
1387,동대문구,2021-01-10 04:00,26.0,21.0,0.006,0.039,0.7,0.005,6.0
1388,성북구,2021-01-10 04:00,21.0,20.0,0.004,0.038,0.7,0.005,57.0
1390,영등포구,2021-01-10 04:00,24.0,17.0,0.004,0.037,0.7,0.003,1.0
1391,동작구,2021-01-10 04:00,33.0,22.0,0.005,0.042,0.6,0.003,8.0
1392,관악구,2021-01-10 04:00,23.0,15.0,0.004,0.043,0.6,0.004,47.0
1393,금천구,2021-01-10 04:00,28.0,20.0,0.004,0.04,0.7,0.004,0.0
1394,강서구,2021-01-10 04:00,29.0,19.0,0.004,0.041,0.4,0.004,17.0
1395,양천구,2021-01-10 04:00,29.0,20.0,0.003,0.044,0.7,0.003,15.0
1396,구로구,2021-01-10 04:00,27.0,14.0,0.004,0.042,0.5,0.006,13.0
1397,강남구,2021-01-10 04:00,23.0,19.0,0.009,0.03,0.6,0.004,20.0
1398,서초구,2021-01-10 04:00,23.0,16.0,0.01,0.033,0.5,0.004,12.0
1399,송파구,2021-01-10 04:00,23.0,17.0,0.011,0.03,0.6,0.004,0.0
1400,강동구,2021-01-10 04:00,35.0,27.0,0.002,0.044,0.7,0.003,0.0
1401,종로구,2021-01-10 08:00,33.0,26.0,0.002,0.044,0.9,0.002,97.0
