id,spot_name,ymd,pm10,pm25,O3,NO2,CO,SO2,vol
6706,마포구,2021-02-14 16:00,91.0,82.0,0.042,0.04,0.8,0.007,257.0
6707,도봉구,2021-02-14 16:00,68.0,59.0,0.047,0.026,0.5,0.005,176.0
6708,노원구,2021-02-14 16:00,85.0,66.0,0.042,0.04,0.7,0.005,557.0
6709,광진구,2021-02-14 16:00,78.0,69.0,0.024,0.037,0.9,0.005,177.0
6711,중랑구,2021-02-14 16:00,87.0,63.0,0.03,0.048,0.8,0.005,418.0
6712,동대문구,2021-02-14 16:00,85.0,58.0,0.047,0.035,0.7,0.006,56.0
6713,성북구,2021-02-14 16:00,88.0,60.0,0.035,0.038,0.7,0.005,91.0
6715,영등포구,2021-02-14 16:00,85.0,69.0,0.054,0.023,0.7,0.007,229.0
6716,동작구,2021-02-14 16:00,99.0,82.0,0.043,0.035,0.7,0.007,174.0
6717,관악구,2021-02-14 16:00,98.0,76.0,0.041,0.043,0.8,0.009,515.0
6718,금천구,2021-02-14 16:00,118.0,88.0,0.051,0.037,0.8,0.009,0.0
6719,강서구,2021-02-14 16:00,104.0,72.0,0.057,0.03,0.6,0.009,30.0
6720,양천구,2021-02-14 16:00,96.0,69.0,0.053,0.027,0.6,0.008,186.0
6721,구로구,2021-02-14 16:00,98.0,87.0,0.051,0.03,0.5,0.009,62.0
6722,강남구,2021-02-14 16:00,94.0,81.0,0.041,0.039,0.8,0.007,95.0
6723,서초구,2021-02-14 16:00,107.0,83.0,0.045,0.033,0.6,0.007,604.0
6724,송파구,2021-02-14 16:00,87.0,62.0,0.03,0.05,0.9,0.005,0.0
6725,강동구,2021-02-14 16:00,89.0,0.0,0.031,0.046,0.8,0.005,0.0
6726,종로구,2021-02-14 20:00,118.0,91.0,0.029,0.052,0.9,0.006,85.0
6727,용산구,2021-02-14 20:00,113.0,92.0,0.021,0.044,0.8,0.006,500.0
6728,중구,2021-02-14 20:00,131.0,92.0,0.024,0.063,0.9,0.006,224.0
6729,은평구,2021-02-14 20:00,108.0,94.0,0.016,0.051,0.8,0.005,531.0
6731,마포구,2021-02-14 20:00,112.0,103.0,0.013,0.076,0.9,0.006,179.0
6732,도봉구,2021-02-14 20:00,75.0,66.0,0.021,0.047,0.7,0.004,90.0
6733,노원구,2021-02-14 20:00,74.0,59.0,0.009,0.066,1.1,0.006,345.0
6734,광진구,2021-02-14 20:00,102.0,93.0,0.014,0.048,1.1,0.005,80.0
6736,중랑구,2021-02-14 20:00,112.0,88.0,0.021,0.06,1.0,0.006,190.0
6737,동대문구,2021-02-14 20:00,115.0,87.0,0.029,0.057,0.9,0.007,52.0
6738,성북구,2021-02-14 20:00,111.0,79.0,0.021,0.05,0.8,0.005,84.0
6740,영등포구,2021-02-14 20:00,114.0,99.0,0.022,0.056,0.9,0.005,83.0
6741,동작구,2021-02-14 20:00,112.0,92.0,0.017,0.065,0.9,0.005,152.0
6742,관악구,2021-02-14 20:00,108.0,86.0,0.011,0.081,1.0,0.006,436.0
6743,금천구,2021-02-14 20:00,156.0,124.0,0.012,0.074,1.0,0.005,0.0
6744,강서구,2021-02-14 20:00,135.0,101.0,0.018,0.059,1.0,0.007,29.0
6745,양천구,2021-02-14 20:00,140.0,107.0,0.018,0.063,0.9,0.006,107.0
6746,구로구,2021-02-14 20:00,124.0,106.0,0.014,0.069,0.8,0.006,64.0
6747,강남구,2021-02-14 20:00,121.0,108.0,0.019,0.066,1.0,0.006,94.0
6748,서초구,2021-02-14 20:00,128.0,102.0,0.022,0.059,0.7,0.006,399.0
6749,송파구,2021-02-14 20:00,105.0,86.0,0.018,0.066,1.0,0.006,0.0
6750,강동구,2021-02-14 20:00,110.0,0.0,0.024,0.058,0.9,0.005,0.0
6751,종로구,2021-02-15 00:00,114.0,92.0,0.002,0.08,1.1,0.007,24.0
6752,용산구,2021-02-15 00:00,111.0,92.0,0.009,0.063,0.9,0.006,153.0
6753,중구,2021-02-15 00:00,136.0,97.0,0.003,0.088,1.0,0.006,80.0
6754,은평구,2021-02-15 00:00,106.0,91.0,0.012,0.048,0.9,0.005,140.0
6756,마포구,2021-02-15 00:00,109.0,106.0,0.005,0.072,1.1,0.005,19.0
6757,도봉구,2021-02-15 00:00,63.0,56.0,0.007,0.06,0.8,0.004,12.0
6758,노원구,2021-02-15 00:00,99.0,80.0,0.005,0.073,1.4,0.007,69.0
6759,광진구,2021-02-15 00:00,122.0,111.0,0.002,0.07,1.2,0.005,8.0
6761,중랑구,2021-02-15 00:00,124.0,99.0,0.002,0.091,1.3,0.006,34.0
6762,동대문구,2021-02-15 00:00,119.0,87.0,0.004,0.081,1.1,0.006,10.0
6763,성북구,2021-02-15 00:00,109.0,85.0,0.018,0.058,1.0,0.005,10.0
6765,영등포구,2021-02-15 00:00,122.0,107.0,0.004,0.076,1.1,0.005,10.0
6766,동작구,2021-02-15 00:00,113.0,98.0,0.009,0.071,0.9,0.005,31.0
6767,관악구,2021-02-15 00:00,113.0,92.0,0.016,0.061,0.9,0.006,143.0
6768,금천구,2021-02-15 00:00,130.0,101.0,0.01,0.066,1.0,0.005,0.0
6769,강서구,2021-02-15 00:00,152.0,111.0,0.01,0.065,0.9,0.011,3.0
6770,양천구,2021-02-15 00:00,139.0,102.0,0.003,0.08,1.1,0.007,22.0
6771,구로구,2021-02-15 00:00,132.0,103.0,0.014,0.06,0.7,0.006,8.0
6772,강남구,2021-02-15 00:00,127.0,117.0,0.003,0.084,1.2,0.006,41.0
6773,서초구,2021-02-15 00:00,126.0,101.0,0.004,0.08,0.9,0.005,74.0
6774,송파구,2021-02-15 00:00,109.0,89.0,0.002,0.073,1.1,0.005,0.0
6775,강동구,2021-02-15 00:00,126.0,0.0,0.003,0.088,1.2,0.005,0.0
6776,종로구,2021-02-15 04:00,122.0,93.0,0.021,0.041,0.8,0.005,19.0
6777,용산구,2021-02-15 04:00,88.0,70.0,0.02,0.028,0.7,0.004,104.0
6778,중구,2021-02-15 04:00,125.0,95.0,0.02,0.039,0.7,0.004,57.0
6779,은평구,2021-02-15 04:00,115.0,98.0,0.03,0.023,0.8,0.004,166.0
6781,마포구,2021-02-15 04:00,103.0,101.0,0.016,0.037,0.8,0.004,13.0
6782,도봉구,2021-02-15 04:00,85.0,80.0,0.043,0.017,0.6,0.004,13.0
6783,노원구,2021-02-15 04:00,114.0,99.0,0.033,0.032,0.8,0.005,53.0
6784,광진구,2021-02-15 04:00,95.0,85.0,0.018,0.031,0.8,0.004,3.0
6786,중랑구,2021-02-15 04:00,116.0,89.0,0.014,0.054,0.9,0.004,51.0
6787,동대문구,2021-02-15 04:00,120.0,88.0,0.018,0.045,0.8,0.004,9.0
6788,성북구,2021-02-15 04:00,122.0,91.0,0.022,0.035,0.8,0.004,77.0
6790,영등포구,2021-02-15 04:00,103.0,91.0,0.022,0.029,0.8,0.003,0.0
6791,동작구,2021-02-15 04:00,100.0,85.0,0.031,0.023,0.7,0.003,20.0
6792,관악구,2021-02-15 04:00,92.0,70.0,0.023,0.031,0.8,0.003,137.0
6793,금천구,2021-02-15 04:00,105.0,84.0,0.033,0.024,0.7,0.004,0.0
6794,강서구,2021-02-15 04:00,118.0,92.0,0.026,0.026,0.8,0.005,19.0
6795,양천구,2021-02-15 04:00,108.0,83.0,0.026,0.025,0.7,0.003,24.0
6796,구로구,2021-02-15 04:00,104.0,88.0,0.024,0.027,0.6,0.004,15.0
6797,강남구,2021-02-15 04:00,92.0,80.0,0.029,0.027,0.7,0.004,26.0
6798,서초구,2021-02-15 04:00,92.0,89.0,0.028,0.025,0.6,0.004,28.0
6799,송파구,2021-02-15 04:00,87.0,72.0,0.031,0.029,0.7,0.004,0.0
6800,강동구,2021-02-15 04:00,109.0,0.0,0.029,0.031,0.7,0.004,0.0
6801,종로구,2021-02-15 08:00,65.0,46.0,0.013,0.032,0.6,0.004,128.0
6802,용산구,2021-02-15 08:00,45.0,37.0,0.011,0.027,0.5,0.003,1219.0
6803,중구,2021-02-15 08:00,73.0,44.0,0.013,0.034,0.5,0.003,522.0
6804,은평구,2021-02-15 08:00,32.0,24.0,0.022,0.02,0.6,0.003,856.0
6806,마포구,2021-02-15 08:00,34.0,34.0,0.016,0.026,0.6,0.003,611.0
6807,도봉구,2021-02-15 08:00,38.0,37.0,0.026,0.016,0.4,0.003,181.0
6808,노원구,2021-02-15 08:00,60.0,50.0,0.024,0.025,0.6,0.003,659.0
6809,광진구,2021-02-15 08:00,62.0,49.0,0.009,0.029,0.7,0.003,707.0
6811,중랑구,2021-02-15 08:00,79.0,58.0,0.011,0.041,0.7,0.003,553.0
6812,동대문구,2021-02-15 08:00,68.0,49.0,0.015,0.031,0.6,0.002,81.0
6813,성북구,2021-02-15 08:00,48.0,39.0,0.014,0.032,0.7,0.003,159.0
6815,영등포구,2021-02-15 08:00,42.0,34.0,0.013,0.029,0.6,0.002,423.0
6816,동작구,2021-02-15 08:00,45.0,37.0,0.016,0.027,0.4,0.002,454.0
6817,관악구,2021-02-15 08:00,42.0,30.0,0.012,0.033,0.6,0.002,792.0
6818,금천구,2021-02-15 08:00,43.0,34.0,0.015,0.031,0.5,0.003,0.0
6819,강서구,2021-02-15 08:00,35.0,26.0,0.017,0.022,0.6,0.003,68.0
6820,양천구,2021-02-15 08:00,37.0,26.0,0.011,0.031,0.6,0.004,293.0
6821,구로구,2021-02-15 08:00,32.0,27.0,0.014,0.03,0.5,0.003,96.0
6822,강남구,2021-02-15 08:00,51.0,44.0,0.014,0.031,0.6,0.003,140.0
6823,서초구,2021-02-15 08:00,45.0,37.0,0.012,0.032,0.4,0.003,420.0
6824,송파구,2021-02-15 08:00,48.0,35.0,0.017,0.029,0.5,0.003,0.0
6825,강동구,2021-02-15 08:00,72.0,0.0,0.017,0.03,0.6,0.002,0.0
6826,종로구,2021-02-15 12:00,35.0,26.0,0.027,0.018,0.5,0.004,134.0
6827,용산구,2021-02-15 12:00,35.0,27.0,0.023,0.013,0.4,0.003,740.0
6828,중구,2021-02-15 12:00,37.0,25.0,0.026,0.016,0.4,0.003,428.0
6829,은평구,2021-02-15 12:00,31.0,25.0,0.033,0.011,0.5,0.003,652.0
6831,마포구,2021-02-15 12:00,0.0,0.0,0.0,0.0,0.0,0.0,321.0
6832,도봉구,2021-02-15 12:00,0.0,25.0,0.033,0.007,0.3,0.003,122.0
6833,노원구,2021-02-15 12:00,30.0,27.0,0.032,0.012,0.5,0.003,592.0
6834,광진구,2021-02-15 12:00,33.0,27.0,0.019,0.016,0.6,0.003,175.0
6836,중랑구,2021-02-15 12:00,33.0,25.0,0.023,0.018,0.5,0.002,346.0
6837,동대문구,2021-02-15 12:00,34.0,23.0,0.025,0.017,0.5,0.003,76.0
6838,성북구,2021-02-15 12:00,28.0,25.0,0.023,0.017,0.5,0.003,143.0
6840,영등포구,2021-02-15 12:00,31.0,21.0,0.026,0.016,0.5,0.003,279.0
6841,동작구,2021-02-15 12:00,33.0,23.0,0.028,0.015,0.4,0.003,292.0
6842,관악구,2021-02-15 12:00,31.0,20.0,0.025,0.018,0.5,0.003,620.0
6843,금천구,2021-02-15 12:00,35.0,27.0,0.03,0.017,0.5,0.003,0.0
6844,강서구,2021-02-15 12:00,33.0,22.0,0.032,0.012,0.4,0.003,58.0
6845,양천구,2021-02-15 12:00,32.0,21.0,0.026,0.016,0.4,0.003,206.0
6846,구로구,2021-02-15 12:00,31.0,20.0,0.028,0.017,0.3,0.003,100.0
6847,강남구,2021-02-15 12:00,32.0,26.0,0.025,0.02,0.5,0.003,124.0
6848,서초구,2021-02-15 12:00,33.0,19.0,0.023,0.021,0.4,0.003,639.0
6849,송파구,2021-02-15 12:00,32.0,25.0,0.026,0.019,0.5,0.003,0.0
6850,강동구,2021-02-15 12:00,37.0,37.0,0.0,0.0,0.0,0.0,0.0
6851,종로구,2021-02-15 16:00,30.0,11.0,0.036,0.014,0.4,0.004,128.0
6852,용산구,2021-02-15 16:00,32.0,9.0,0.029,0.011,0.3,0.003,603.0
6853,중구,2021-02-15 16:00,30.0,9.0,0.035,0.013,0.3,0.002,389.0
6854,은평구,2021-02-15 16:00,34.0,7.0,0.042,0.009,0.4,0.003,697.0
6856,마포구,2021-02-15 16:00,29.0,9.0,0.03,0.011,0.3,0.003,378.0
6857,도봉구,2021-02-15 16:00,20.0,6.0,0.039,0.007,0.2,0.003,164.0
6858,노원구,2021-02-15 16:00,25.0,11.0,0.04,0.011,0.3,0.003,652.0
6859,광진구,2021-02-15 16:00,32.0,11.0,0.026,0.012,0.4,0.003,196.0
6861,중랑구,2021-02-15 16:00,0.0,0.0,0.0,0.0,0.0,0.0,439.0
6862,동대문구,2021-02-15 16:00,28.0,10.0,0.037,0.012,0.3,0.003,78.0
6863,성북구,2021-02-15 16:00,28.0,6.0,0.033,0.013,0.4,0.003,136.0
6865,영등포구,2021-02-15 16:00,31.0,7.0,0.033,0.013,0.4,0.002,273.0
6866,동작구,2021-02-15 16:00,33.0,8.0,0.035,0.011,0.3,0.002,265.0
6867,관악구,2021-02-15 16:00,29.0,6.0,0.032,0.013,0.3,0.003,658.0
6868,금천구,2021-02-15 16:00,31.0,7.0,0.037,0.015,0.3,0.003,0.0
6869,강서구,2021-02-15 16:00,29.0,9.0,0.038,0.011,0.3,0.004,60.0
6870,양천구,2021-02-15 16:00,30.0,9.0,0.034,0.013,0.3,0.003,227.0
6871,구로구,2021-02-15 16:00,44.0,5.0,0.036,0.015,0.2,0.003,92.0
6872,강남구,2021-02-15 16:00,29.0,11.0,0.033,0.016,0.4,0.003,133.0
6873,서초구,2021-02-15 16:00,37.0,7.0,0.031,0.018,0.2,0.003,653.0
6874,송파구,2021-02-15 16:00,30.0,9.0,0.034,0.016,0.4,0.003,0.0
6875,강동구,2021-02-15 16:00,30.0,15.0,0.037,0.009,0.4,0.002,0.0
6876,종로구,2021-02-15 20:00,31.0,12.0,0.032,0.015,0.4,0.003,129.0
6877,용산구,2021-02-15 20:00,24.0,10.0,0.024,0.015,0.4,0.003,459.0
6878,중구,2021-02-15 20:00,25.0,10.0,0.029,0.016,0.4,0.002,296.0
6879,은평구,2021-02-15 20:00,24.0,12.0,0.033,0.013,0.4,0.003,437.0
6881,마포구,2021-02-15 20:00,16.0,3.0,0.025,0.016,0.4,0.002,282.0
6882,도봉구,2021-02-15 20:00,15.0,8.0,0.034,0.009,0.2,0.002,100.0
6883,노원구,2021-02-15 20:00,23.0,11.0,0.034,0.016,0.4,0.003,461.0
6884,광진구,2021-02-15 20:00,23.0,13.0,0.021,0.017,0.4,0.003,72.0
6886,중랑구,2021-02-15 20:00,25.0,12.0,0.025,0.022,0.4,0.003,238.0
6887,동대문구,2021-02-15 20:00,22.0,10.0,0.029,0.017,0.4,0.003,78.0
6888,성북구,2021-02-15 20:00,26.0,6.0,0.026,0.019,0.4,0.003,129.0
6890,영등포구,2021-02-15 20:00,22.0,11.0,0.026,0.019,0.5,0.003,171.0
6891,동작구,2021-02-15 20:00,29.0,13.0,0.029,0.018,0.3,0.002,216.0
6892,관악구,2021-02-15 20:00,28.0,12.0,0.019,0.021,0.4,0.003,529.0
6893,금천구,2021-02-15 20:00,28.0,14.0,0.03,0.019,0.4,0.003,0.0
6894,강서구,2021-02-15 20:00,23.0,11.0,0.031,0.016,0.4,0.005,58.0
6895,양천구,2021-02-15 20:00,24.0,12.0,0.027,0.019,0.4,0.002,160.0
6896,구로구,2021-02-15 20:00,25.0,8.0,0.029,0.021,0.3,0.003,99.0
6897,강남구,2021-02-15 20:00,22.0,12.0,0.031,0.016,0.4,0.003,149.0
6898,서초구,2021-02-15 20:00,31.0,10.0,0.032,0.014,0.3,0.003,595.0
6899,송파구,2021-02-15 20:00,29.0,11.0,0.028,0.021,0.4,0.003,0.0
6900,강동구,2021-02-15 20:00,29.0,14.0,0.028,0.017,0.4,0.003,0.0
6901,종로구,2021-02-16 00:00,21.0,13.0,0.032,0.01,0.4,0.003,26.0
6902,용산구,2021-02-16 00:00,21.0,13.0,0.024,0.013,0.4,0.003,229.0
6903,중구,2021-02-16 00:00,21.0,11.0,0.03,0.012,0.4,0.003,75.0
6904,은평구,2021-02-16 00:00,16.0,11.0,0.033,0.012,0.5,0.003,139.0
6906,마포구,2021-02-16 00:00,15.0,8.0,0.027,0.01,0.4,0.002,45.0
6907,도봉구,2021-02-16 00:00,10.0,10.0,0.034,0.006,0.3,0.002,9.0
6908,노원구,2021-02-16 00:00,24.0,17.0,0.034,0.012,0.4,0.002,98.0
6909,광진구,2021-02-16 00:00,21.0,14.0,0.023,0.011,0.4,0.003,16.0
6911,중랑구,2021-02-16 00:00,22.0,14.0,0.027,0.017,0.4,0.003,47.0
6912,동대문구,2021-02-16 00:00,23.0,13.0,0.03,0.015,0.4,0.003,19.0
6913,성북구,2021-02-16 00:00,19.0,10.0,0.027,0.014,0.5,0.003,11.0
6915,영등포구,2021-02-16 00:00,18.0,10.0,0.028,0.013,0.5,0.002,14.0
6916,동작구,2021-02-16 00:00,23.0,14.0,0.031,0.013,0.3,0.002,31.0
6917,관악구,2021-02-16 00:00,20.0,10.0,0.025,0.013,0.4,0.003,178.0
6918,금천구,2021-02-16 00:00,20.0,13.0,0.03,0.018,0.4,0.003,0.0
6919,강서구,2021-02-16 00:00,20.0,13.0,0.033,0.013,0.4,0.004,5.0
6920,양천구,2021-02-16 00:00,20.0,13.0,0.028,0.015,0.4,0.003,40.0
6921,구로구,2021-02-16 00:00,16.0,9.0,0.033,0.015,0.3,0.003,10.0
6922,강남구,2021-02-16 00:00,19.0,13.0,0.03,0.012,0.4,0.003,53.0
6923,서초구,2021-02-16 00:00,19.0,9.0,0.031,0.012,0.3,0.003,151.0
6924,송파구,2021-02-16 00:00,20.0,11.0,0.031,0.015,0.4,0.003,0.0
6925,강동구,2021-02-16 00:00,24.0,16.0,0.033,0.01,0.4,0.003,0.0
6926,종로구,2021-02-16 04:00,22.0,14.0,0.024,0.018,0.4,0.003,22.0
6927,용산구,2021-02-16 04:00,22.0,13.0,0.025,0.01,0.4,0.003,100.0
6928,중구,2021-02-16 04:00,22.0,12.0,0.03,0.01,0.4,0.002,22.0
6929,은평구,2021-02-16 04:00,17.0,8.0,0.033,0.011,0.4,0.003,172.0
6931,마포구,2021-02-16 04:00,17.0,10.0,0.024,0.011,0.4,0.002,17.0
6932,도봉구,2021-02-16 04:00,11.0,11.0,0.034,0.006,0.3,0.002,14.0
6933,노원구,2021-02-16 04:00,24.0,16.0,0.035,0.01,0.4,0.003,67.0
6934,광진구,2021-02-16 04:00,21.0,14.0,0.023,0.01,0.4,0.003,9.0
6936,중랑구,2021-02-16 04:00,20.0,13.0,0.028,0.014,0.4,0.003,58.0
6937,동대문구,2021-02-16 04:00,21.0,13.0,0.03,0.013,0.4,0.003,7.0
6938,성북구,2021-02-16 04:00,14.0,10.0,0.03,0.01,0.5,0.003,83.0
6940,영등포구,2021-02-16 04:00,18.0,11.0,0.028,0.011,0.4,0.002,14.0
6941,동작구,2021-02-16 04:00,23.0,15.0,0.031,0.011,0.3,0.002,28.0
6942,관악구,2021-02-16 04:00,19.0,11.0,0.026,0.01,0.4,0.002,121.0
6943,금천구,2021-02-16 04:00,20.0,13.0,0.032,0.016,0.4,0.003,0.0
6944,강서구,2021-02-16 04:00,19.0,13.0,0.031,0.012,0.4,0.003,20.0
6945,양천구,2021-02-16 04:00,21.0,14.0,0.027,0.014,0.4,0.002,36.0
6946,구로구,2021-02-16 04:00,16.0,6.0,0.033,0.013,0.3,0.003,14.0
6947,강남구,2021-02-16 04:00,16.0,14.0,0.031,0.01,0.4,0.004,24.0
6948,서초구,2021-02-16 04:00,11.0,7.0,0.03,0.013,0.3,0.003,42.0
6949,송파구,2021-02-16 04:00,18.0,12.0,0.032,0.012,0.4,0.003,0.0
6950,강동구,2021-02-16 04:00,24.0,18.0,0.033,0.009,0.4,0.003,0.0
6951,종로구,2021-02-16 08:00,23.0,15.0,0.011,0.029,0.5,0.002,134.0
6952,용산구,2021-02-16 08:00,17.0,12.0,0.009,0.03,0.4,0.003,1243.0
6953,중구,2021-02-16 08:00,24.0,14.0,0.015,0.028,0.4,0.002,487.0
6954,은평구,2021-02-16 08:00,17.0,12.0,0.02,0.021,0.5,0.003,848.0
6956,마포구,2021-02-16 08:00,22.0,14.0,0.003,0.043,0.5,0.002,617.0
6957,도봉구,2021-02-16 08:00,12.0,10.0,0.025,0.016,0.4,0.002,181.0
6958,노원구,2021-02-16 08:00,22.0,15.0,0.024,0.023,0.5,0.003,682.0
6959,광진구,2021-02-16 08:00,22.0,14.0,0.009,0.027,0.5,0.003,759.0
6961,중랑구,2021-02-16 08:00,21.0,13.0,0.014,0.035,0.5,0.003,587.0
6962,동대문구,2021-02-16 08:00,22.0,14.0,0.015,0.03,0.5,0.003,87.0
6963,성북구,2021-02-16 08:00,21.0,13.0,0.011,0.033,0.6,0.003,160.0
6965,영등포구,2021-02-16 08:00,19.0,12.0,0.012,0.032,0.5,0.003,447.0
6966,동작구,2021-02-16 08:00,23.0,15.0,0.008,0.038,0.5,0.002,497.0
6967,관악구,2021-02-16 08:00,19.0,10.0,0.009,0.037,0.5,0.003,807.0
6968,금천구,2021-02-16 08:00,23.0,15.0,0.005,0.046,0.5,0.003,0.0
6969,강서구,2021-02-16 08:00,23.0,15.0,0.01,0.04,0.5,0.004,65.0
6970,양천구,2021-02-16 08:00,24.0,15.0,0.01,0.036,0.5,0.003,299.0
6971,구로구,2021-02-16 08:00,21.0,9.0,0.009,0.04,0.4,0.005,97.0
6972,강남구,2021-02-16 08:00,23.0,15.0,0.008,0.038,0.5,0.003,139.0
6973,서초구,2021-02-16 08:00,17.0,12.0,0.007,0.043,0.4,0.003,482.0
6974,송파구,2021-02-16 08:00,20.0,12.0,0.005,0.043,0.6,0.003,0.0
6975,강동구,2021-02-16 08:00,26.0,17.0,0.006,0.04,0.5,0.003,0.0
6976,종로구,2021-02-16 12:00,0.0,0.0,0.0,0.0,0.0,0.0,134.0
6977,용산구,2021-02-16 12:00,22.0,11.0,0.017,0.023,0.4,0.003,851.0
6978,중구,2021-02-16 12:00,35.0,12.0,0.024,0.02,0.3,0.002,430.0
6979,은평구,2021-02-16 12:00,24.0,10.0,0.03,0.017,0.4,0.003,642.0
6981,마포구,2021-02-16 12:00,30.0,15.0,0.017,0.028,0.4,0.002,353.0
6982,도봉구,2021-02-16 12:00,10.0,6.0,0.033,0.01,0.2,0.002,102.0
6983,노원구,2021-02-16 12:00,23.0,11.0,0.03,0.018,0.4,0.003,566.0
6984,광진구,2021-02-16 12:00,32.0,11.0,0.014,0.023,0.5,0.002,189.0
6986,중랑구,2021-02-16 12:00,28.0,12.0,0.02,0.026,0.4,0.002,327.0
6987,동대문구,2021-02-16 12:00,18.0,9.0,0.023,0.022,0.4,0.003,76.0
6988,성북구,2021-02-16 12:00,15.0,10.0,0.022,0.022,0.5,0.003,152.0
6990,영등포구,2021-02-16 12:00,27.0,11.0,0.022,0.021,0.4,0.002,298.0
6991,동작구,2021-02-16 12:00,29.0,16.0,0.023,0.023,0.4,0.002,217.0
6992,관악구,2021-02-16 12:00,19.0,9.0,0.022,0.022,0.0,0.003,624.0
6993,금천구,2021-02-16 12:00,31.0,13.0,0.025,0.024,0.4,0.003,0.0
6994,강서구,2021-02-16 12:00,20.0,11.0,0.029,0.019,0.3,0.003,44.0
6995,양천구,2021-02-16 12:00,30.0,11.0,0.023,0.022,0.4,0.003,207.0
6996,구로구,2021-02-16 12:00,21.0,6.0,0.026,0.023,0.3,0.004,92.0
6997,강남구,2021-02-16 12:00,29.0,15.0,0.02,0.025,0.4,0.003,142.0
6998,서초구,2021-02-16 12:00,17.0,11.0,0.025,0.02,0.3,0.003,625.0
6999,송파구,2021-02-16 12:00,27.0,12.0,0.022,0.027,0.4,0.003,0.0
7000,강동구,2021-02-16 12:00,26.0,15.0,0.021,0.024,0.4,0.002,0.0
7001,종로구,2021-02-16 16:00,23.0,16.0,0.03,0.02,0.4,0.003,130.0
7002,용산구,2021-02-16 16:00,20.0,14.0,0.023,0.018,0.4,0.003,637.0
7003,중구,2021-02-16 16:00,25.0,14.0,0.029,0.016,0.4,0.003,398.0
7004,은평구,2021-02-16 16:00,18.0,14.0,0.033,0.015,0.4,0.003,702.0
7006,마포구,2021-02-16 16:00,23.0,18.0,0.023,0.018,0.4,0.003,381.0
7007,도봉구,2021-02-16 16:00,12.0,11.0,0.033,0.01,0.2,0.002,141.0
7008,노원구,2021-02-16 16:00,21.0,14.0,0.034,0.014,0.4,0.003,625.0
